10000 78408
803 702 0.707110
803 703 0.640316
803 902 0.860267
803 903 0.781116
803 704 0.583117
803 804 0.640379
803 904 0.707260
804 704 0.500064
804 703 0.565708
804 704 0.500064
804 903 0.721260
804 904 0.640557
804 705 0.447308
804 805 0.500180
804 905 0.566001
805 705 0.360708
805 704 0.424364
805 705 0.360708
805 904 0.583401
805 905 0.500408
805 706 0.316380
805 806 0.360827
805 906 0.424712
806 706 0.223796
806 705 0.283012
806 706 0.223796
806 905 0.447639
806 906 0.361050
806 707 0.200112
806 807 0.223872
806 907 0.283318
807 707 0.100088
807 706 0.141580
807 707 0.100088
807 906 0.316653
807 907 0.224038
807 708 0.141421
807 808 0.100088
807 908 0.141754
808 708 0.100088
808 707 0.000000
808 708 0.100088
808 907 0.200235
808 908 0.100151
808 709 0.200235
808 809 0.100151
808 909 0.000000
809 709 0.224116
809 708 0.141754
809 709 0.224116
809 908 0.141421
809 909 0.100146
809 710 0.316951
809 810 0.224267
809 910 0.141905
810 710 0.361602
810 709 0.283651
810 710 0.361602
810 909 0.200342
810 910 0.224314
810 711 0.448489
810 811 0.361768
810 911 0.283868
811 711 0.501597
811 710 0.425608
811 711 0.501597
811 910 0.317145
811 911 0.361826
811 712 0.584891
811 812 0.501728
811 912 0.425797
812 712 0.642380
812 711 0.567536
812 712 0.642380
812 911 0.448668
812 912 0.501744
812 713 0.723297
812 813 0.642420
812 913 0.567593
813 713 0.783388
813 712 0.709337
813 713 0.783388
813 912 0.584946
813 913 0.642348
813 714 0.862610
813 814 0.783311
813 914 0.709189
814 714 0.924393
814 713 0.850938
814 714 0.924393
814 913 0.723152
814 914 0.783131
814 715 1.002337
814 815 0.924187
814 915 0.850556
815 715 1.065297
815 714 0.992310
815 715 1.065297
815 914 0.862233
815 915 0.923905
815 716 1.142261
815 816 1.064988
815 916 0.991724
816 716 1.206089
816 715 1.133473
816 716 1.206089
816 915 1.001757
816 916 1.064623
816 717 1.282289
816 817 1.205709
816 917 1.132736
817 717 1.346809
817 716 1.274466
817 717 1.346809
817 916 1.141530
817 917 1.205312
817 718 1.422430
817 818 1.346418
817 918 1.273690
818 718 1.487534
818 717 1.415382
818 718 1.487534
818 917 1.281517
818 918 1.346043
818 719 1.562724
818 819 1.487192
818 919 1.414677
819 719 1.628349
819 718 1.556312
819 719 1.628349
819 918 1.421728
819 919 1.486896
819 720 1.703221
819 820 1.628103
819 920 1.555781
820 720 1.769328
820 719 1.697339
820 720 1.769328
820 919 1.562195
820 920 1.627935
820 721 1.843964
820 821 1.769209
820 921 1.697062
821 721 1.910504
821 720 1.838532
821 721 1.910504
821 920 1.702945
821 921 1.769186
821 722 1.984946
821 822 1.910512
821 922 1.838523
822 722 2.051863
822 721 1.979902
822 722 2.051863
822 921 1.843954
822 922 1.910621
822 723 2.126117
822 823 2.051963
822 923 1.980111
823 723 2.193336
823 722 2.121408
823 723 2.193336
823 922 1.985155
823 923 2.052155
823 724 2.267384
823 824 2.193472
823 924 2.121732
824 724 2.334825
824 723 2.262969
824 724 2.334825
824 923 2.126440
824 924 2.193679
824 725 2.408646
824 825 2.334936
824 925 2.263281
825 725 2.476240
825 724 2.404491
825 725 2.476240
825 924 2.267695
825 925 2.335096
825 726 2.549834
825 826 2.476291
825 926 2.404691
826 726 2.617548
826 725 2.545910
826 726 2.617548
826 925 2.408846
826 926 2.476372
826 727 2.690946
826 827 2.617537
826 927 2.545968
827 727 2.758780
827 726 2.687227
827 727 2.758780
827 926 2.549893
827 927 2.617544
827 728 2.832039
827 828 2.758739
827 928 2.687182
828 728 2.900029
828 727 2.828506
828 728 2.900029
828 927 2.690901
828 928 2.758715
828 729 2.973214
828 829 2.900006
828 929 2.828450
829 729 3.041394
829 728 2.969849
829 729 3.041394
829 928 2.831983
829 929 2.900000
829 730 3.114558
829 830 3.041432
829 930 2.969873
830 730 3.182945
830 729 3.111346
830 730 3.182945
830 929 2.973238
830 930 3.041477
830 731 3.256102
830 831 3.183053
830 931 3.111492
831 731 3.324681
831 730 3.253029
831 731 3.324681
831 930 3.114704
831 931 3.183151
831 732 3.397804
831 832 3.324829
831 932 3.253273
832 732 3.466529
832 731 3.394859
832 732 3.466529
832 931 3.256345
832 932 3.324953
832 733 3.539573
832 833 3.466672
832 933 3.395125
833 733 3.608382
833 732 3.536746
833 733 3.608382
833 932 3.398069
833 933 3.466776
833 734 3.681291
833 834 3.608463
833 934 3.536931
834 734 3.750121
834 733 3.678573
834 734 3.750121
834 933 3.539757
834 934 3.608498
834 735 3.822854
834 835 3.750097
834 935 3.678585
835 735 3.891659
835 734 3.820237
835 735 3.891659
835 934 3.681303
835 935 3.750030
835 736 3.964194
835 836 3.891507
835 936 3.820022
836 736 4.032948
836 735 3.961671
836 736 4.032948
836 935 3.822639
836 936 3.891325
836 737 4.105290
836 837 4.032673
836 937 3.961219
837 737 4.173984
837 736 4.102854
837 737 4.173984
837 936 3.963743
837 937 4.032382
837 738 4.246165
837 838 4.173620
837 938 4.102204
838 738 4.314837
838 737 4.243810
838 738 4.314837
838 937 4.104641
838 938 4.173271
838 739 4.386930
838 839 4.314461
838 939 4.243095
839 739 4.455659
839 738 4.384650
839 739 4.455659
839 938 4.245451
839 939 4.314157
839 740 4.527795
839 840 4.455411
839 940 4.384111
840 740 4.596740
840 739 4.525586
840 740 4.596740
840 939 4.386392
840 940 4.455337
840 741 4.669118
840 841 4.596836
840 941 4.525623
841 741 4.738521
841 740 4.666976
841 741 4.738521
841 940 4.527832
841 941 4.597263
841 742 4.811398
841 842 4.739239
841 942 4.668140
842 742 4.881551
842 741 4.809319
842 742 4.881551
842 941 4.670282
842 942 4.740501
842 743 4.955188
842 843 4.883181
842 943 4.812230
843 743 5.026364
843 742 4.953170
843 743 5.026364
843 942 4.814308
843 943 4.885586
843 744 5.100934
843 844 5.029106
843 944 4.958335
844 744 5.173254
844 743 5.098973
844 744 5.173254
844 943 4.960351
844 944 5.032809
844 745 5.248706
844 845 5.177082
844 945 5.106515
845 745 5.322033
845 744 5.246801
845 745 5.322033
845 944 5.108473
845 945 5.181957
845 746 5.398030
845 846 5.326617
845 946 5.256263
846 746 5.471882
846 745 5.396177
846 746 5.471882
846 945 5.258165
846 946 5.332172
846 747 5.547774
846 847 5.476559
846 947 5.406400
847 747 5.621410
847 746 5.545971
847 747 5.621410
847 946 5.408249
847 947 5.482013
847 748 5.696439
847 848 5.625383
847 948 5.555378
848 748 5.769029
848 747 5.694684
848 748 5.769029
848 947 5.557178
848 948 5.629841
848 749 5.842461
848 849 5.771505
848 949 5.701586
849 749 5.913360
849 748 5.840749
849 749 5.913360
849 948 5.703340
849 949 5.774243
849 750 5.984799
849 850 5.913872
849 950 5.843961
850 750 6.053745
850 749 5.983128
850 750 6.053745
850 949 5.845672
850 950 5.914548
850 751 6.123263
850 851 6.052295
850 951 5.982314
851 751 6.190452
851 750 6.121630
851 751 6.190452
851 950 5.983985
851 951 6.051042
851 752 6.258548
851 852 6.187482
851 952 6.117371
852 752 6.324575
852 751 6.256949
852 752 6.324575
852 951 6.119005
852 952 6.184857
852 753 6.392010
852 853 6.320814
852 953 6.250533
853 753 6.457669
853 752 6.390446
853 753 6.457669
853 952 6.252133
853 953 6.317599
853 754 6.525238
853 854 6.453902
853 954 6.383440
854 754 6.591209
854 753 6.523705
854 754 6.591209
854 953 6.385006
854 954 6.450789
854 755 6.659498
854 855 6.588033
854 955 6.517400
855 755 6.726259
855 754 6.657997
855 755 6.726259
855 954 6.518934
855 955 6.585527
855 756 6.795552
855 856 6.723980
855 956 6.653202
856 756 6.863260
856 755 6.794080
856 756 6.863260
856 955 6.654704
856 956 6.722273
856 757 6.933534
856 857 6.861884
856 957 6.790991
857 757 7.002110
857 756 6.932092
857 757 7.002110
857 956 6.792463
857 957 6.860929
857 758 7.073157
857 858 7.001456
857 958 6.930479
858 758 7.142379
858 757 7.071743
858 758 7.142379
858 957 6.931921
858 958 7.001059
858 759 7.213922
858 859 7.142191
858 959 7.071157
859 759 7.283545
859 758 7.212535
859 759 7.283545
859 958 7.072571
859 959 7.142130
859 760 7.355333
859 860 7.283591
859 960 7.212519
860 760 7.425153
860 759 7.353974
860 760 7.425153
860 959 7.213905
860 960 7.283677
860 761 7.497010
860 861 7.425266
860 961 7.354173
861 761 7.566889
861 760 7.495676
861 761 7.566889
861 960 7.355532
861 961 7.425375
861 762 7.638712
861 862 7.566974
861 962 7.495871
862 762 7.708576
862 761 7.637403
862 762 7.708576
862 961 7.497205
862 962 7.567040
862 763 7.780322
862 863 7.708596
862 963 7.637490
863 763 7.850138
863 762 7.779037
863 763 7.850138
863 962 7.638800
863 963 7.708593
863 764 7.921795
863 864 7.850085
863 964 7.778982
864 764 7.991559
864 763 7.920533
864 764 7.991559
864 963 7.780268
864 964 7.850014
864 765 8.063139
864 865 7.991447
864 965 7.920353
865 765 8.132860
865 764 8.061898
865 765 8.132860
865 964 7.921616
865 965 7.991324
865 766 8.204383
865 866 8.132712
865 966 8.061630
866 766 8.274081
866 765 8.203164
866 766 8.274081
866 965 8.062870
866 966 8.132561
866 767 8.345572
866 867 8.273924
866 967 8.202858
867 767 8.415273
867 766 8.344374
867 767 8.415273
867 966 8.204077
867 967 8.273772
867 768 8.486758
867 868 8.415134
867 968 8.344087
868 768 8.556489
868 767 8.485580
868 768 8.556489
868 967 8.345285
868 968 8.415013
868 769 8.627990
868 869 8.556391
868 969 8.485363
869 769 8.697766
869 768 8.626830
869 769 8.697766
869 968 8.486542
869 969 8.556318
869 770 8.769291
869 870 8.697719
869 970 8.626711
870 770 8.839122
870 769 8.768151
870 770 8.839122
870 969 8.627871
870 970 8.697701
870 771 8.910668
870 871 8.839120
870 971 8.768131
871 771 8.980544
871 770 8.909546
871 771 8.980544
871 970 8.769272
871 971 8.839147
871 772 9.052096
871 872 8.980570
871 972 8.909598
872 772 9.121999
872 771 9.050991
872 772 9.121999
872 971 8.910721
872 972 8.980620
872 773 9.193541
872 873 9.122034
872 973 9.051075
873 773 9.263453
873 772 9.192452
873 773 9.263453
873 972 9.052179
873 973 9.122085
873 774 9.334970
873 874 9.263477
873 974 9.192526
874 774 9.404880
874 773 9.333899
874 774 9.404880
874 973 9.193614
874 974 9.263513
874 775 9.476369
874 875 9.404888
874 975 9.333941
875 775 9.546277
875 774 9.475314
875 775 9.546277
875 974 9.335011
875 975 9.404904
875 776 9.617745
875 876 9.546272
875 976 9.475323
876 776 9.687658
876 775 9.616706
876 776 9.687658
876 975 9.476378
876 976 9.546273
876 777 9.759117
876 877 9.687650
876 977 9.616696
877 777 9.829046
877 776 9.758093
877 777 9.829046
877 976 9.617736
877 977 9.687645
877 778 9.900506
877 878 9.829041
877 978 9.758082
878 778 9.970458
878 777 9.899495
878 778 9.970458
878 977 9.759107
878 978 9.829040
878 779 10.041923
878 879 9.970462
878 979 9.899496
879 779 10.111900
879 778 10.040926
879 779 10.111900
879 978 9.900506
879 979 9.970465
879 780 10.183367
879 880 10.111910
879 980 10.040939
880 780 10.253366
880 779 10.182384
880 780 10.253366
880 979 10.041935
880 980 10.111917
880 781 10.324830
880 881 10.253377
880 981 10.182402
881 781 10.394843
881 780 10.323861
881 781 10.394843
881 980 10.183384
881 981 10.253382
881 782 10.466294
881 882 10.394847
881 982 10.323870
882 782 10.536313
882 781 10.465339
882 782 10.536313
882 981 10.324839
882 982 10.394844
882 783 10.607745
882 883 10.536305
882 983 10.465328
883 783 10.677764
883 782 10.606803
883 783 10.677764
883 982 10.466284
883 983 10.536291
883 784 10.749175
883 884 10.677743
883 984 10.606768
884 784 10.819189
884 783 10.748244
884 784 10.819189
884 983 10.607710
884 984 10.677715
884 785 10.890577
884 885 10.819156
884 985 10.748183
885 785 10.960588
885 784 10.889659
885 785 10.960588
885 984 10.749114
885 985 10.819118
885 786 11.031958
885 886 10.960546
885 986 10.889580
886 786 11.101968
886 785 11.031052
886 786 11.101968
886 985 10.890498
886 986 10.960503
886 787 11.173324
886 887 11.101923
886 987 11.030964
887 787 11.243339
887 786 11.172428
887 787 11.243339
887 986 11.031870
887 987 11.101880
887 788 11.314685
887 888 11.243298
887 988 11.172345
888 788 11.384709
888 787 11.313801
888 788 11.384709
888 987 11.173241
888 988 11.243261
888 789 11.456053
888 889 11.384677
888 989 11.313734
889 789 11.526091
889 788 11.455180
889 789 11.526091
889 988 11.314618
889 989 11.384653
889 790 11.597433
889 890 11.526071
889 990 11.455136
890 790 11.667486
890 789 11.596571
890 790 11.667486
890 989 11.456009
890 990 11.526059
890 791 11.738829
890 891 11.667478
890 991 11.596551
891 791 11.808896
891 790 11.737977
891 791 11.808896
891 990 11.597413
891 991 11.667478
891 792 11.880236
891 892 11.808896
891 992 11.737977
892 792 11.950315
892 791 11.879394
892 792 11.950315
892 991 11.738829
892 992 11.808903
892 793 12.021649
892 893 11.950318
892 993 11.879405
893 793 12.091736
893 792 12.020817
893 793 12.091736
893 992 11.880247
893 993 11.950329
893 794 12.163063
893 894 12.091741
893 994 12.020831
894 794 12.233156
894 793 12.162241
894 794 12.233156
894 993 12.021663
894 994 12.091749
894 795 12.304474
894 895 12.233159
894 995 12.162251
895 795 12.374574
895 794 12.303661
895 795 12.374574
895 994 12.163074
895 995 12.233165
895 796 12.445884
895 896 12.374574
895 996 12.303667
896 796 12.515990
896 795 12.445081
896 796 12.515990
896 995 12.304480
896 996 12.374577
896 797 12.587296
896 897 12.515990
896 997 12.445082
897 797 12.657411
897 796 12.586501
897 797 12.657411
897 996 12.445886
897 997 12.515990
897 798 12.728712
897 898 12.657411
897 998 12.586501
898 798 12.798838
898 797 12.727927
898 798 12.798838
898 997 12.587296
898 998 12.657411
898 799 12.870138
898 899 12.798840
898 999 12.727927
899 799 12.940274
899 798 12.869361
899 799 12.940274
899 998 12.728713
899 999 12.798839
900 800 1.204273
900 801 1.140232
900 901 1.204174
900 1000 1.345371
900 1001 1.272792
901 801 1.063033
901 800 1.131428
901 801 1.063033
901 1000 1.280625
901 1001 1.204172
901 802 1.000001
901 902 1.063022
901 1002 1.131418
902 802 0.921961
902 801 0.989950
902 802 0.921961
902 1001 1.140222
902 1002 1.063125
902 803 0.860267
902 903 0.922047
902 1003 0.990140
903 803 0.781116
903 802 0.848563
903 803 0.781116
903 1002 1.000188
903 1003 0.922256
903 804 0.721260
903 904 0.781284
903 1004 0.848939
904 804 0.640557
904 803 0.707260
904 804 0.640557
904 1003 0.860638
904 1004 0.781578
904 805 0.583401
904 905 0.640773
904 1005 0.707769
905 805 0.500408
905 804 0.566001
905 805 0.500408
905 1004 0.721759
905 1005 0.641107
905 806 0.447639
905 906 0.500620
905 1006 0.566545
906 806 0.361050
906 805 0.424712
906 806 0.361050
906 1005 0.583929
906 1006 0.500935
906 807 0.316653
906 907 0.361214
906 1007 0.425194
907 807 0.224038
907 806 0.283318
907 807 0.224038
907 1006 0.448096
907 1007 0.361463
907 808 0.200235
907 908 0.224116
907 1008 0.283651
908 808 0.100151
908 807 0.141754
908 808 0.100151
908 1007 0.316951
908 1008 0.224267
908 809 0.141421
908 909 0.100146
908 1009 0.141905
909 809 0.100146
909 808 0.000000
909 809 0.100146
909 1008 0.200342
909 1009 0.100198
909 810 0.200342
909 910 0.100198
909 1010 0.000000
910 810 0.224314
910 809 0.141905
910 810 0.224314
910 1009 0.141421
910 1010 0.100186
910 811 0.317145
910 911 0.224387
910 1011 0.141964
911 811 0.361826
911 810 0.283868
911 811 0.361826
911 1010 0.200384
911 1011 0.224379
911 812 0.448668
911 912 0.361860
911 1012 0.283893
912 812 0.501744
912 811 0.425797
912 812 0.501744
912 1011 0.317168
912 1012 0.361809
912 813 0.584946
912 913 0.501686
912 1013 0.425689
913 813 0.642348
913 812 0.567593
913 813 0.642348
913 1012 0.448566
913 1013 0.501550
913 814 0.723152
913 914 0.642177
913 1014 0.567287
914 814 0.783131
914 813 0.709189
914 814 0.783131
914 1013 0.584649
914 1014 0.641941
914 815 0.862233
914 915 0.782842
914 1015 0.708667
915 815 0.923905
915 814 0.850556
915 815 0.923905
915 1014 0.722640
915 1015 0.782517
915 816 1.001757
915 916 0.923529
915 1016 0.849862
916 816 1.064623
916 815 0.991724
916 816 1.064623
916 1015 0.861548
916 1016 0.923141
916 817 1.141530
916 917 1.064199
916 1017 0.990922
917 817 1.205312
917 816 1.132736
917 817 1.205312
917 1016 1.000963
917 1017 1.063805
917 818 1.281517
917 918 1.204906
917 1018 1.131947
918 818 1.346043
918 817 1.273690
918 818 1.346043
918 1017 1.140747
918 1018 1.204561
918 819 1.421728
918 919 1.345715
918 1019 1.273028
919 819 1.486896
919 818 1.414677
919 819 1.486896
919 1018 1.280859
919 1019 1.345477
919 820 1.562195
919 920 1.486692
919 1020 1.414246
920 820 1.627935
920 819 1.555781
920 820 1.627935
920 1019 1.421299
920 1020 1.486608
920 821 1.702945
920 921 1.627882
920 1021 1.555652
921 821 1.769186
921 820 1.697062
921 821 1.769186
921 1020 1.562067
921 1021 1.627963
921 822 1.843954
921 922 1.769275
921 1022 1.697235
922 822 1.910621
922 821 1.838523
922 822 1.910621
922 1021 1.703116
922 1022 1.769496
922 823 1.985155
922 923 1.910807
922 1023 1.838928
923 823 2.052155
923 822 1.980111
923 823 2.052155
923 1022 1.844358
923 1023 1.911108
923 824 2.126440
923 924 2.052371
923 1024 1.980622
924 824 2.193679
924 823 2.121732
924 824 2.193679
924 1023 1.985664
924 1024 2.052674
924 825 2.267695
924 925 2.193856
924 1025 2.122200
925 825 2.335096
925 824 2.263281
925 825 2.335096
925 1024 2.126907
925 1025 2.194088
925 826 2.408846
925 926 2.335190
925 1026 2.263594
926 826 2.476372
926 825 2.404691
926 826 2.476372
926 1025 2.268007
926 1026 2.335318
926 827 2.549893
926 927 2.476380
926 1027 2.404813
927 827 2.617544
927 826 2.545968
927 827 2.617544
927 1026 2.408967
927 1027 2.476407
927 828 2.690901
927 928 2.617501
927 1028 2.545939
928 828 2.758715
928 827 2.687182
928 828 2.758715
928 1027 2.549864
928 1028 2.617475
928 829 2.831983
928 929 2.758674
928 1029 2.687105
929 829 2.900000
929 828 2.828450
929 829 2.900000
929 1028 2.690824
929 1029 2.758651
929 830 2.973238
929 930 2.900007
929 1030 2.828427
930 830 3.041477
930 829 2.969873
930 830 3.041477
930 1029 2.831960
930 1030 2.900027
930 831 3.114704
930 931 3.041548
930 1031 2.969958
931 831 3.183151
931 830 3.111492
931 831 3.183151
931 1030 2.973323
931 1031 3.041616
931 832 3.256345
931 932 3.183260
931 1032 3.111668
932 832 3.324953
932 831 3.253273
932 832 3.324953
932 1031 3.114880
932 1032 3.183354
932 833 3.398069
932 933 3.325057
932 1033 3.253470
933 833 3.466776
933 832 3.395125
933 833 3.466776
933 1032 3.256542
933 1033 3.325134
933 834 3.539757
933 934 3.466819
933 1034 3.395245
934 834 3.608498
934 833 3.536931
934 834 3.608498
934 1033 3.398189
934 1034 3.466830
934 835 3.681303
934 935 3.608440
934 1035 3.536886
935 835 3.750030
935 834 3.678585
935 835 3.750030
935 1034 3.539712
935 1035 3.608354
935 836 3.822639
935 936 3.749851
935 1036 3.678326
